9.643487697047875562e-01 6.310024330382812963e-02 1.000000000000000000e+00
7.749203192406026730e-01 4.282122274057220679e-03 0.000000000000000000e+00
1.588901158471097474e+00 -2.269830665481634924e+00 1.000000000000000000e+00
1.086541384354477335e+00 2.418371940382741947e+00 0.000000000000000000e+00
1.102120166728935313e+00 3.272346429471240103e-01 0.000000000000000000e+00
5.680358433506624838e-01 3.109168133904973708e-01 1.000000000000000000e+00
1.397259078057097925e+00 1.312408660524745363e+00 0.000000000000000000e+00
1.142117601676440275e+00 -8.682679736943208493e-01 1.000000000000000000e+00
1.709093397204344944e+00 2.049042396767164931e+00 0.000000000000000000e+00
1.070876152761829569e+00 -2.386564645076872715e+00 1.000000000000000000e+00
1.080167805080269883e+00 -3.718951991330343709e-02 0.000000000000000000e+00
1.055243221421361843e+00 7.324931256486248987e-01 0.000000000000000000e+00
1.093828368385004302e+00 1.837535633172186600e+00 0.000000000000000000e+00
1.179686958769891048e-01 7.253265344116575086e-01 0.000000000000000000e+00
1.754832747458561659e+00 -2.381573353797307391e+00 1.000000000000000000e+00
-1.079111270496513342e-02 1.889825188214291352e-01 1.000000000000000000e+00
1.189730474214343969e+00 -7.393867665250362098e-01 1.000000000000000000e+00
1.081719323631908480e+00 1.298152824147968953e+00 0.000000000000000000e+00
6.975546250665871639e-01 -1.563108760671011677e+00 1.000000000000000000e+00
-1.630902808411929250e-01 7.953788693502378271e-01 0.000000000000000000e+00
2.738914242553235345e-01 2.723324007729210905e-01 1.000000000000000000e+00
2.781650544651364854e+00 2.237490352705562291e+00 0.000000000000000000e+00
1.034925175815697429e+00 -2.596718449247796379e+00 1.000000000000000000e+00
7.492112095583103315e-01 -1.057722309560591434e+00 1.000000000000000000e+00
3.420600461945837445e-01 3.445883468505921421e-01 0.000000000000000000e+00
6.053781707746952456e-01 3.388795690453334508e-01 1.000000000000000000e+00
1.482429441813234439e+00 7.851188716246060295e-02 0.000000000000000000e+00
-4.314480049793716354e-01 1.033513387937155636e+00 0.000000000000000000e+00
2.495890471411883027e+00 9.839839614414443991e-01 0.000000000000000000e+00
1.457207088715245735e+00 1.044975216648214911e+00 0.000000000000000000e+00
1.351074361766825049e+00 -1.868582366074014844e+00 1.000000000000000000e+00
-9.336145790171301861e-02 1.592849421121763864e+00 0.000000000000000000e+00
8.396741133259668644e-01 3.327104011816899298e-01 0.000000000000000000e+00
4.847088108702778397e-01 1.441877736395766219e+00 0.000000000000000000e+00
1.063962555381046560e+00 2.260957419613810693e+00 0.000000000000000000e+00
5.908726820988692285e-01 1.504564818330286213e-01 0.000000000000000000e+00
1.520508503748012608e+00 2.158098884349504587e+00 0.000000000000000000e+00
7.305928893472452001e-01 2.481242112663564203e-01 0.000000000000000000e+00
8.346514534212410297e-01 1.693405070751435648e+00 0.000000000000000000e+00
3.782806874346780202e-01 7.600054858599586405e-01 1.000000000000000000e+00
2.935025980571674964e-01 2.153757594406036091e-01 1.000000000000000000e+00
3.486076517979254108e-01 1.278333638830131846e+00 1.000000000000000000e+00
2.446111343926331561e-01 6.343746599876554093e-01 0.000000000000000000e+00
4.246293266222896934e-01 1.852665302268441394e-02 1.000000000000000000e+00
1.297777884656091008e+00 2.927122841547669552e+00 0.000000000000000000e+00
4.710794242917019092e-01 -8.842888730475729764e-01 1.000000000000000000e+00
9.086310261581266312e-01 -4.824451060101482280e-01 0.000000000000000000e+00
1.533288487230462405e+00 2.109672592666467228e+00 0.000000000000000000e+00
1.576160653311157844e+00 -7.721999260666492226e-01 0.000000000000000000e+00
-1.983277588167082772e-01 -3.322515547163928940e-02 1.000000000000000000e+00
1.650628300103120782e+00 1.444633145299249799e+00 1.000000000000000000e+00
2.423935903467392627e+00 1.708283507821288794e+00 0.000000000000000000e+00
4.885509039714253099e-01 -1.576359826090668381e+00 1.000000000000000000e+00
2.043861689766993450e+00 -2.176409756277928764e+00 1.000000000000000000e+00
5.785456452046644493e-01 -5.349325486114937522e-01 0.000000000000000000e+00
1.541365334047020141e+00 4.586018552990527297e-01 0.000000000000000000e+00
4.932830246839398081e-01 2.205211821502308212e+00 0.000000000000000000e+00
7.873227211394148162e-01 -2.083305713933270908e+00 1.000000000000000000e+00
6.818800785921806940e-01 1.688243202960640232e+00 0.000000000000000000e+00
7.556263961187383860e-01 1.903070433949338724e-01 1.000000000000000000e+00
1.906652433347359121e+00 1.330960344767782910e+00 0.000000000000000000e+00
7.363807594559796943e-01 3.992536977303093870e-01 0.000000000000000000e+00
1.780374280127448472e+00 2.127693257433442842e-01 1.000000000000000000e+00
-4.459660154212594652e-01 9.970386828779949084e-01 1.000000000000000000e+00
7.411492204991222410e-01 3.845701308997795387e-02 1.000000000000000000e+00
6.891358746082094644e-01 1.787501959623811754e-01 1.000000000000000000e+00
2.006906952190462334e+00 -1.786237405862261651e+00 1.000000000000000000e+00
1.131657289066086092e+00 5.587978417189976010e-01 1.000000000000000000e+00
1.501944657203210909e+00 8.897163141395759700e-01 0.000000000000000000e+00
-4.921923373684600200e-02 -3.848592121513543240e-01 0.000000000000000000e+00
3.737764642596475007e-01 1.873899791839173101e-01 0.000000000000000000e+00
2.374622692610246499e-01 -1.170602647526837181e-01 1.000000000000000000e+00
5.772975750388471550e-01 -4.827042937575770631e-01 1.000000000000000000e+00
1.441874038402052527e+00 -1.750965344641015164e+00 1.000000000000000000e+00
8.405161001629596340e-01 2.246179711688853331e+00 0.000000000000000000e+00
1.595041278319085043e+00 -1.927695355949373024e+00 1.000000000000000000e+00
1.466039478734751267e+00 -2.779080273276480106e+00 1.000000000000000000e+00
8.270064780435764096e-01 2.423807039074324265e+00 0.000000000000000000e+00
7.551822355457358249e-01 -9.960756259419081271e-01 1.000000000000000000e+00
8.677361654306393612e-01 -1.873646537636869391e-01 1.000000000000000000e+00
3.775359688227452049e-01 -1.101815131986326968e+00 1.000000000000000000e+00
-2.923972518629773809e-01 -5.293064810838905565e-01 1.000000000000000000e+00
7.474872130369947243e-01 -1.312499254409318361e+00 1.000000000000000000e+00
2.198437657405989398e+00 3.091131984083748563e+00 1.000000000000000000e+00
1.633715160436244984e+00 -1.429476898076905478e+00 1.000000000000000000e+00
7.652185013136465486e-01 4.138276031485104145e-01 0.000000000000000000e+00
1.099419521712034609e+00 8.661477614919370627e-01 0.000000000000000000e+00
1.130879558669312335e+00 -1.014451485690914589e+00 1.000000000000000000e+00
6.135008123824892134e-01 -4.395951769157959710e-01 1.000000000000000000e+00
9.571733043497464566e-01 1.020948004485916494e+00 0.000000000000000000e+00
9.590604533249146302e-01 -2.913724024310944127e-01 0.000000000000000000e+00
1.585667950517116287e+00 -1.633202046043492617e-01 1.000000000000000000e+00
1.193461423451831926e+00 -1.834183192972784759e+00 1.000000000000000000e+00
1.337779492424665317e+00 9.273831119228395092e-01 0.000000000000000000e+00
1.130437809639473157e+00 -2.266964951006531059e+00 1.000000000000000000e+00
1.124098043737041142e+00 1.789861338756400411e+00 0.000000000000000000e+00
9.963011233363562313e-01 1.050806337393166423e+00 0.000000000000000000e+00
9.097470205049604797e-01 8.653183430041622159e-02 0.000000000000000000e+00
-6.446622028914106295e-02 3.140765038607007398e-02 0.000000000000000000e+00
6.129351393258353209e-01 -2.476508112633053482e-01 1.000000000000000000e+00
-1.255479110800692411e-01 1.169969775024919834e+00 0.000000000000000000e+00
4.825333162499745310e-01 2.544258844783509055e-02 1.000000000000000000e+00
1.471117017516552217e+00 2.559843745143269178e+00 0.000000000000000000e+00
2.128976320562832925e+00 -2.157463214293246168e+00 1.000000000000000000e+00
7.905715563864198492e-01 8.629633191345905674e-01 0.000000000000000000e+00
-2.622830702274043801e-01 -4.457939690091995422e-01 1.000000000000000000e+00
1.036925543373792058e+00 1.692413135720502781e+00 0.000000000000000000e+00
1.002860996023948070e+00 -4.203776677371978687e-01 1.000000000000000000e+00
1.038682063003613321e+00 -1.580378021619115447e-01 0.000000000000000000e+00
1.082129155106346996e+00 -1.729428112253773797e+00 1.000000000000000000e+00
1.514607479873192553e+00 1.010159925115361235e+00 0.000000000000000000e+00
1.659262742518717637e+00 1.048916851581815468e+00 0.000000000000000000e+00
-2.217785260250386692e-01 2.058193171615926076e+00 0.000000000000000000e+00
2.666801624230583645e+00 6.780976652881279820e-01 0.000000000000000000e+00
1.681155330602575493e+00 -1.848483017744979806e+00 1.000000000000000000e+00
4.675650780487405900e-02 5.690932670327850662e-01 1.000000000000000000e+00
1.518990515712311584e+00 8.540794200488155408e-01 0.000000000000000000e+00
3.730680024029466857e-01 2.915820545506996320e-01 0.000000000000000000e+00
1.156320050629960905e-01 -1.597903289599342802e+00 0.000000000000000000e+00
1.207644063455631578e+00 -1.172059307968617015e-01 1.000000000000000000e+00
-2.791573212185027852e-01 -1.092273682946033331e+00 1.000000000000000000e+00
1.469836135447141867e+00 2.475441945503186858e+00 0.000000000000000000e+00
7.356871579968872199e-01 1.427680805653930074e+00 0.000000000000000000e+00
1.434327208218252991e+00 7.549965855166635986e-01 0.000000000000000000e+00
1.870982804669931276e+00 -1.456249551040651236e+00 1.000000000000000000e+00
1.924900808704311128e+00 -1.884902180679009831e+00 0.000000000000000000e+00
1.523386693620190968e+00 3.507149506887418111e-01 0.000000000000000000e+00
6.787101975543146093e-01 8.264994971411665503e-01 0.000000000000000000e+00
7.861236875803195856e-01 8.241084180398690062e-01 0.000000000000000000e+00
1.812885288561293162e+00 -1.950375987510508446e+00 1.000000000000000000e+00
1.265276608145655235e+00 -2.420250423706593601e+00 1.000000000000000000e+00
1.363066881171712152e+00 -4.471970782578277293e-01 1.000000000000000000e+00
1.834101287290963000e+00 -3.307260105748405898e+00 1.000000000000000000e+00
5.353963759541637835e-01 4.854231333232393863e-01 0.000000000000000000e+00
1.432645928171825789e+00 -1.624539028799864671e+00 1.000000000000000000e+00
2.015055311932257176e+00 1.204142813699129233e+00 0.000000000000000000e+00
1.021228127676072406e+00 3.202732764648251074e+00 1.000000000000000000e+00
1.507260571930245208e+00 4.999408559343808678e-01 0.000000000000000000e+00
1.908447173799270757e+00 -2.766807952417137617e+00 1.000000000000000000e+00
1.091045871773277831e+00 -1.283235533186123156e+00 0.000000000000000000e+00
1.438230656221978876e+00 -1.286145941380867352e+00 0.000000000000000000e+00
4.477212655998428215e-01 -9.482610961212664114e-01 1.000000000000000000e+00
1.248097806491851758e+00 1.662769543016684448e-01 0.000000000000000000e+00
2.575297801997493696e-01 -1.970422856893194741e-03 1.000000000000000000e+00
